;RingNR;Date;Time;Year;Zone;UTM_X;UTM_Y;Status;PosAccuracy;Exclude;TimeStamp;CaptureAge;Sex_fieldbased;Sex_dna;Area;sex;CollarNR;CollarFrequency;date
775;4281327;19.03.2019;NA;2019;33;424100;7131000;2;2;NA;NA;ad;F;F;Guslia;F;217267;152450;19.03.2019
776;4281327;14.04.2019;NA;2019;33;424334;7130952;2;2;NA;NA;ad;F;F;Guslia;F;217267;152450;14.04.2019
777;4281327;19.05.2019;NA;2019;33;423357;7131429;2;2;NA;NA;ad;F;F;Guslia;F;217267;152450;19.05.2019
778;4281327;07.06.2019;NA;2019;33;423610;7131720;2;1;NA;NA;ad;F;F;Guslia;F;217267;152450;07.06.2019
779;4281327;15.06.2019;NA;2019;33;423690;7131698;2;1;NA;NA;ad;F;F;Guslia;F;217267;152450;15.06.2019
780;4281327;23.06.2019;NA;2019;33;423672;7131616;2;1;NA;NA;ad;F;F;Guslia;F;217267;152450;23.06.2019
781;4281327;11.07.2019;NA;2019;33;423801;7131655;2;1;NA;NA;ad;F;F;Guslia;F;217267;152450;11.07.2019
782;4281327;16.08.2019;NA;2019;33;423644;7131763;2;1;NA;NA;ad;F;F;Guslia;F;217267;152450;16.08.2019
783;4281327;03.09.2019;NA;2019;33;423650;7131600;2;2;NA;NA;ad;F;F;Guslia;F;217267;152450;03.09.2019
784;4281327;07.10.2019;NA;2019;33;424670;7130582;2;2;NA;11.11.2019;ad;F;F;Guslia;F;217267;152450;07.10.2019
785;4281327;16.11.2019;NA;2019;33;423616;7131026;2;2;NA;18.11.2019;ad;F;F;Guslia;F;217267;152450;16.11.2019
786;4281328;09.03.2017;04:11:00;2017;33;424328;7130052;1;1;NA;NA;juv;M;M;Guslia;M;217266;152429;09.03.2017
787;4281328;12.04.2017;NA;2017;33;424634;7130446;2;2;NA;NA;juv;M;M;Guslia;M;217266;152429;12.04.2017
788;4281328;21.07.2017;NA;2017;33;423141;7126426;4;1;NA;NA;juv;M;M;Guslia;M;217266;152429;21.07.2017
789;4281329;09.03.2017;04:40:00;2017;33;423834;7130056;1;1;NA;NA;ad;M;M;Guslia;M;217274;152770;09.03.2017
790;4281329;12.04.2017;NA;2017;33;424285;7129636;2;2;NA;NA;ad;M;M;Guslia;M;217274;152770;12.04.2017
791;4281329;15.05.2017;NA;2017;33;424285;7129636;2;4;NA;NA;ad;M;M;Guslia;M;217274;152770;15.05.2017
792;4281329;15.07.2017;NA;2017;33;420574;7130079;2;2;NA;NA;ad;M;M;Guslia;M;217274;152770;15.07.2017
793;4281329;08.08.2017;NA;2017;33;420574;7130079;2;2;NA;NA;ad;M;M;Guslia;M;217274;152770;08.08.2017
794;4281329;03.09.2017;NA;2017;33;420574;7130079;2;2;NA;NA;ad;M;M;Guslia;M;217274;152770;03.09.2017
795;4281329;18.09.2017;NA;2017;33;423501;7130205;3;1;NA;NA;ad;M;M;Guslia;M;217274;152770;18.09.2017
796;4281330;14.03.2017;22:20:00;2017;33;425775;7130210;1;1;NA;NA;juv;F;F;Guslia;F;217276;152800;14.03.2017
797;4281330;15.06.2017;NA;2017;33;426270;7130169;2;1;NA;NA;juv;F;F;Guslia;F;217276;152800;15.06.2017
798;4281330;17.10.2017;NA;2017;33;424932;7128928;4;1;NA;NA;juv;F;F;Guslia;F;217276;152800;17.10.2017
799;4281331;14.03.2017;22:55:00;2017;33;425634;7130303;1;1;NA;NA;ad;M;M;Guslia;M;217275;152790;14.03.2017
800;4281331;12.04.2017;NA;2017;33;425153;7130902;6;2;NA;NA;ad;M;M;Guslia;M;217275;152790;12.04.2017
801;4281331;27.04.2017;NA;2017;33;426214;7130122;6;2;NA;NA;ad;M;M;Guslia;M;217275;152790;27.04.2017
802;4281331;14.06.2017;NA;2017;33;426236;7130186;4;1;NA;NA;ad;M;M;Guslia;M;217275;152790;14.06.2017
803;4281332;15.03.2017;01:32:00;2017;33;424904;7130707;1;1;NA;NA;juv;M;M;Guslia;M;217279;152950;15.03.2017
804;4281332;12.04.2017;NA;2017;33;424174;7130675;2;2;NA;NA;juv;M;M;Guslia;M;217279;152950;12.04.2017
805;4281332;15.05.2017;NA;2017;33;424174;7130675;2;4;NA;NA;juv;M;M;Guslia;M;217279;152950;15.05.2017
806;4281332;15.06.2017;NA;2017;33;424049;7130257;2;2;NA;NA;juv;M;M;Guslia;M;217279;152950;15.06.2017
807;4281332;15.07.2017;NA;2017;33;424049;7130257;2;2;NA;NA;juv;M;M;Guslia;M;217279;152950;15.07.2017
808;4281332;08.08.2017;NA;2017;33;424049;7130257;2;2;NA;NA;juv;M;M;Guslia;M;217279;152950;08.08.2017
809;4281332;03.09.2017;NA;2017;33;424049;7130257;2;2;NA;NA;juv;M;M;Guslia;M;217279;152950;03.09.2017
810;4281332;21.11.2017;NA;2017;33;424583;7130434;2;2;NA;NA;juv;M;M;Guslia;M;217279;152950;21.11.2017
811;4281332;12.12.2017;NA;2017;33;424583;7130434;2;2;NA;NA;juv;M;M;Guslia;M;217279;152950;12.12.2017
812;4281332;08.02.2018;NA;2018;33;424583;7130434;2;2;NA;NA;juv;M;M;Guslia;M;217279;152950;08.02.2018
813;4281332;04.03.2018;NA;2018;33;425102;7130748;2;2;NA;NA;juv;M;M;Guslia;M;217279;152950;04.03.2018
814;4281332;19.04.2018;NA;2018;33;424869;7130771;2;2;NA;NA;juv;M;M;Guslia;M;217279;152950;19.04.2018
815;4281332;28.05.2018;NA;2018;33;425147;7130887;2;2;NA;NA;juv;M;M;Guslia;M;217279;152950;28.05.2018
816;4281332;23.07.2018;NA;2018;33;423916;7131298;2;2;NA;NA;juv;M;M;Guslia;M;217279;152950;23.07.2018
817;4281332;15.08.2018;NA;2018;33;424000;7130400;2;2;NA;NA;juv;M;M;Guslia;M;217279;152950;15.08.2018
818;4281332;05.09.2018;NA;2018;33;424716;7130418;2;4;NA;NA;juv;M;M;Guslia;M;217279;152950;05.09.2018
819;4281332;02.10.2018;NA;2018;33;422457;7129687;3;1;NA;NA;juv;M;M;Guslia;M;217279;152950;02.10.2018
820;4281333;16.03.2017;21:10:00;2017;33;414254;7149072;1;1;NA;NA;ad;M;M;Lifjellet;M;217254;152079;16.03.2017
821;4281333;12.04.2017;NA;2017;33;413047;7147683;2;2;NA;NA;ad;M;M;Lifjellet;M;217254;152079;12.04.2017
822;4281333;27.04.2017;NA;2017;33;412930;7148126;2;2;NA;NA;ad;M;M;Lifjellet;M;217254;152079;27.04.2017
823;4281333;19.05.2017;NA;2017;33;412930;7148126;2;4;NA;NA;ad;M;M;Lifjellet;M;217254;152079;19.05.2017
824;4281333;16.06.2017;NA;2017;33;412517;7147818;2;2;NA;NA;ad;M;M;Lifjellet;M;217254;152079;16.06.2017
825;4281333;12.07.2017;NA;2017;33;412517;7147818;2;2;NA;NA;ad;M;M;Lifjellet;M;217254;152079;12.07.2017
826;4281333;09.08.2017;NA;2017;33;413000;7148600;2;2;NA;NA;ad;M;M;Lifjellet;M;217254;152079;09.08.2017
827;4281333;03.09.2017;NA;2017;33;412445;7148061;2;2;NA;NA;ad;M;M;Lifjellet;M;217254;152079;03.09.2017
828;4281333;17.10.2017;NA;2017;33;412675;7147722;2;2;NA;NA;ad;M;M;Lifjellet;M;217254;152079;17.10.2017
829;4281333;21.11.2017;NA;2017;33;414007;7150879;5;1;NA;NA;ad;M;M;Lifjellet;M;217254;152079;21.11.2017
830;4281334;15.03.2017;20:05:00;2017;33;432211;7128983;1;1;NA;NA;ad;F;M;Guslia;M;217273;152740;15.03.2017
831;4281334;06.06.2017;NA;2017;33;432428;7125681;2;3;NA;NA;ad;F;M;Guslia;M;217273;152740;06.06.2017
832;4281334;15.06.2017;NA;2017;33;432620;7125221;2;1;NA;NA;ad;F;M;Guslia;M;217273;152740;15.06.2017
833;4281334;15.07.2017;NA;2017;33;433965;7125587;2;2;NA;NA;ad;F;M;Guslia;M;217273;152740;15.07.2017
834;4281334;08.08.2017;NA;2017;33;432783;7126498;2;2;NA;NA;ad;F;M;Guslia;M;217273;152740;08.08.2017
835;4281334;03.09.2017;NA;2017;33;432783;7126498;2;2;NA;NA;ad;F;M;Guslia;M;217273;152740;03.09.2017
836;4281334;17.10.2017;NA;2017;33;424781;7129199;2;2;NA;NA;ad;F;M;Guslia;M;217273;152740;17.10.2017
837;4281334;21.11.2017;NA;2017;33;424869;7129566;2;2;NA;NA;ad;F;M;Guslia;M;217273;152740;21.11.2017
838;4281334;08.02.2018;NA;2018;NA;NA;NA;7;NA;NA;NA;ad;F;M;Guslia;M;217273;152740;08.02.2018
839;4281334;19.04.2018;NA;2018;NA;NA;NA;7;NA;NA;NA;ad;F;M;Guslia;M;217273;152740;19.04.2018
840;4281334;28.05.2018;NA;2018;NA;NA;NA;7;NA;NA;NA;ad;F;M;Guslia;M;217273;152740;28.05.2018
841;4281334;31.05.2018;NA;2018;33;431872;7125709;2;4;NA;NA;ad;F;M;Guslia;M;217273;152740;31.05.2018
842;4281334;06.09.2018;NA;2018;33;431627;7125292;2;4;NA;NA;ad;F;M;Guslia;M;217273;152740;06.09.2018
843;4281334;17.10.2018;NA;2018;33;431309;7127220;6;2;NA;NA;ad;F;M;Guslia;M;217273;152740;17.10.2018
844;4281334;06.12.2018;NA;2018;33;432317;7125393;5;1;NA;NA;ad;F;M;Guslia;M;217273;152740;06.12.2018
845;4281335;15.03.2017;22:13:00;2017;33;427993;7129364;1;1;NA;NA;juv;F;F;Guslia;F;217280;152990;15.03.2017
846;4281335;12.04.2017;NA;2017;33;428550;7129391;2;2;NA;NA;juv;F;F;Guslia;F;217280;152990;12.04.2017
847;4281335;06.06.2017;NA;2017;33;419793;7126767;2;3;NA;NA;juv;F;F;Guslia;F;217280;152990;06.06.2017
848;4281335;15.06.2017;NA;2017;33;419932;7133318;2;2;NA;NA;juv;F;F;Guslia;F;217280;152990;15.06.2017
849;4281335;15.07.2017;NA;2017;33;419423;7130930;2;2;NA;NA;juv;F;F;Guslia;F;217280;152990;15.07.2017
850;4281335;08.08.2017;NA;2017;33;418892;7134674;2;1;NA;NA;juv;F;F;Guslia;F;217280;152990;08.08.2017
851;4281335;03.09.2017;NA;2017;33;418892;7134674;2;2;NA;NA;juv;F;F;Guslia;F;217280;152990;03.09.2017
852;4281335;21.11.2017;NA;2017;33;427174;7129643;2;3;NA;NA;juv;F;F;Guslia;F;217280;152990;21.11.2017
853;4281335;12.12.2017;NA;2017;33;427174;7129643;2;2;NA;NA;juv;F;F;Guslia;F;217280;152990;12.12.2017
854;4281335;08.02.2018;NA;2018;33;427174;7129643;2;2;NA;NA;juv;F;F;Guslia;F;217280;152990;08.02.2018
855;4281335;04.03.2018;NA;2018;33;426888;7129987;2;2;NA;NA;juv;F;F;Guslia;F;217280;152990;04.03.2018
856;4281335;19.04.2018;NA;2018;NA;NA;NA;7;NA;NA;NA;juv;F;F;Guslia;F;217280;152990;19.04.2018
857;4281335;28.05.2018;NA;2018;33;420463;7133777;2;2;NA;NA;juv;F;F;Guslia;F;217280;152990;28.05.2018
858;4281335;02.06.2018;NA;2018;33;418966;7134881;2;1;NA;NA;juv;F;F;Guslia;F;217280;152990;02.06.2018
859;4281335;24.07.2018;NA;2018;33;418995;7134807;2;1;NA;NA;juv;F;F;Guslia;F;217280;152990;24.07.2018
860;4281335;15.08.2018;NA;2018;33;419719;7134088;2;2;NA;NA;juv;F;F;Guslia;F;217280;152990;15.08.2018
861;4281335;06.09.2018;NA;2018;33;419291;7135613;2;3;NA;NA;juv;F;F;Guslia;F;217280;152990;06.09.2018
862;4281335;12.09.2018;NA;2018;33;419881;7135237;3;2;NA;NA;juv;F;F;Guslia;F;217280;152990;12.09.2018
863;4281336;15.03.2017;23:07:00;2017;33;424864;7130434;1;1;NA;NA;ad;M;M;Guslia;M;217272;152720;15.03.2017
864;4281336;12.04.2017;NA;2017;33;424688;7129704;2;2;NA;NA;ad;M;M;Guslia;M;217272;152720;12.04.2017
865;4281336;15.05.2017;NA;2017;33;424688;7129704;2;4;NA;NA;ad;M;M;Guslia;M;217272;152720;15.05.2017
866;4281336;15.06.2017;NA;2017;33;426466;7130124;2;2;NA;NA;ad;M;M;Guslia;M;217272;152720;15.06.2017
867;4281336;15.07.2017;NA;2017;33;426466;7130124;2;2;NA;NA;ad;M;M;Guslia;M;217272;152720;15.07.2017
868;4281336;08.08.2017;NA;2017;33;428052;7127853;2;2;NA;NA;ad;M;M;Guslia;M;217272;152720;08.08.2017
869;4281336;03.09.2017;NA;2017;33;428052;7127853;2;2;NA;NA;ad;M;M;Guslia;M;217272;152720;03.09.2017
870;4281336;04.03.2018;NA;2018;NA;NA;NA;7;NA;NA;NA;ad;M;M;Guslia;M;217272;152720;04.03.2018
871;4281336;19.04.2018;NA;2018;NA;NA;NA;7;NA;NA;NA;ad;M;M;Guslia;M;217272;152720;19.04.2018
872;4281336;28.05.2018;NA;2018;33;421636;7133873;2;2;NA;NA;ad;M;M;Guslia;M;217272;152720;28.05.2018
873;4281336;16.08.2018;NA;2018;NA;NA;NA;7;NA;NA;NA;ad;M;M;Guslia;M;217272;152720;16.08.2018
874;4281336;17.10.2018;NA;2018;NA;NA;NA;7;NA;NA;NA;ad;M;M;Guslia;M;217272;152720;17.10.2018
875;4281336;14.04.2019;NA;2019;NA;NA;NA;7;NA;NA;NA;ad;M;M;Guslia;M;217272;152720;14.04.2019
876;4281336;03.09.2019;NA;2019;NA;NA;NA;7;NA;NA;NA;ad;M;M;Guslia;M;217272;152720;03.09.2019
877;4281337;16.03.2017;01:12:00;2017;33;424876;7130444;1;1;NA;NA;ad;F;F;Guslia;F;217278;152879;16.03.2017
878;4281337;12.04.2017;NA;2017;33;424367;7130210;2;2;NA;NA;ad;F;F;Guslia;F;217278;152879;12.04.2017
879;4281337;24.05.2017;NA;2017;33;431799;7133550;2;3;NA;NA;ad;F;F;Guslia;F;217278;152879;24.05.2017
880;4281337;07.07.2017;NA;2017;33;433751;7133882;2;1;NA;NA;ad;F;F;Guslia;F;217278;152879;07.07.2017
881;4281337;07.09.2017;NA;2017;33;427492;7135566;2;3;NA;NA;ad;F;F;Guslia;F;217278;152879;07.09.2017
882;4281337;04.03.2018;NA;2018;NA;NA;NA;7;NA;NA;NA;ad;F;F;Guslia;F;217278;152879;04.03.2018
883;4281337;19.04.2018;NA;2018;NA;NA;NA;7;NA;NA;NA;ad;F;F;Guslia;F;217278;152879;19.04.2018
884;4281337;12.06.2018;NA;2018;33;433355;7137864;5;1;NA;NA;ad;F;F;Guslia;F;217278;152879;12.06.2018
885;4281338;16.03.2017;01:32:00;2017;33;423914;7130443;1;1;NA;NA;ad;M;M;Guslia;M;217277;152810;16.03.2017
886;4281338;27.04.2017;NA;2017;33;425057;7130589;5;1;NA;NA;ad;M;M;Guslia;M;217277;152810;27.04.2017
887;4281339;16.03.2017;02:14:00;2017;33;423963;7130643;1;1;NA;NA;juv;M;M;Guslia;M;217270;152580;16.03.2017
888;4281339;12.04.2017;NA;2017;33;424258;7130650;2;2;NA;NA;juv;M;M;Guslia;M;217270;152580;12.04.2017
889;4281339;15.05.2017;NA;2017;33;424258;7130650;2;4;NA;NA;juv;M;M;Guslia;M;217270;152580;15.05.2017
890;4281339;14.06.2017;NA;2017;33;424380;7130388;2;2;NA;NA;juv;M;M;Guslia;M;217270;152580;14.06.2017
891;4281339;15.07.2017;NA;2017;33;424380;7130388;2;2;NA;NA;juv;M;M;Guslia;M;217270;152580;15.07.2017
892;4281339;08.08.2017;NA;2017;33;424380;7130388;2;2;NA;NA;juv;M;M;Guslia;M;217270;152580;08.08.2017
893;4281339;03.09.2017;NA;2017;33;419723;7130313;2;3;NA;NA;juv;M;M;Guslia;M;217270;152580;03.09.2017
894;4281339;17.10.2017;NA;2017;33;422737;7129802;2;2;NA;NA;juv;M;M;Guslia;M;217270;152580;17.10.2017
895;4281339;21.11.2017;NA;2017;33;423860;7131207;2;3;NA;NA;juv;M;M;Guslia;M;217270;152580;21.11.2017
896;4281339;12.12.2017;NA;2017;33;423860;7131207;2;2;NA;NA;juv;M;M;Guslia;M;217270;152580;12.12.2017
897;4281339;08.02.2018;NA;2018;33;423860;7131207;2;2;NA;NA;juv;M;M;Guslia;M;217270;152580;08.02.2018
898;4281339;04.03.2018;NA;2018;33;424607;7131040;2;2;NA;NA;juv;M;M;Guslia;M;217270;152580;04.03.2018
899;4281339;19.04.2018;NA;2018;33;424099;7131061;2;2;NA;NA;juv;M;M;Guslia;M;217270;152580;19.04.2018
900;4281339;28.05.2018;NA;2018;33;423903;7130766;2;2;NA;NA;juv;M;M;Guslia;M;217270;152580;28.05.2018
901;4281339;23.07.2018;NA;2018;33;424608;7129773;2;2;NA;NA;juv;M;M;Guslia;M;217270;152580;23.07.2018
902;4281339;15.08.2018;NA;2018;33;424650;7130100;2;2;NA;NA;juv;M;M;Guslia;M;217270;152580;15.08.2018
903;4281339;05.09.2018;NA;2018;33;424880;7130703;2;4;NA;NA;juv;M;M;Guslia;M;217270;152580;05.09.2018
904;4281339;17.10.2018;NA;2018;33;425301;7128957;2;2;NA;NA;juv;M;M;Guslia;M;217270;152580;17.10.2018
905;4281339;19.11.2018;NA;2018;33;424730;7131128;2;3;NA;NA;juv;M;M;Guslia;M;217270;152580;19.11.2018
906;4281339;20.02.2019;NA;2019;NA;NA;NA;7;NA;NA;NA;juv;M;M;Guslia;M;217270;152580;20.02.2019
907;4281339;19.03.2019;NA;2019;33;425000;7130100;2;2;NA;NA;juv;M;M;Guslia;M;217270;152580;19.03.2019
908;4281339;14.04.2019;NA;2019;33;426727;7129918;2;2;NA;NA;juv;M;M;Guslia;M;217270;152580;14.04.2019
909;4281339;19.05.2019;NA;2019;33;424967;7130565;2;2;NA;NA;juv;M;M;Guslia;M;217270;152580;19.05.2019
910;4281339;05.06.2019;NA;2019;33;424076;7129918;2;2;NA;NA;juv;M;M;Guslia;M;217270;152580;05.06.2019
911;4281339;11.07.2019;NA;2019;33;424264;7130918;2;2;NA;NA;juv;M;M;Guslia;M;217270;152580;11.07.2019
912;4281339;15.08.2019;NA;2019;33;424330;7129800;2;2;NA;NA;juv;M;M;Guslia;M;217270;152580;15.08.2019
913;4281339;03.09.2019;NA;2019;33;424750;7131450;2;2;NA;NA;juv;M;M;Guslia;M;217270;152580;03.09.2019
914;4281339;07.10.2019;NA;2019;33;424727;7129475;2;2;NA;11.11.2019;juv;M;M;Guslia;M;217270;152580;07.10.2019
915;4281339;16.11.2019;NA;2019;33;424611;7129666;2;2;NA;18.11.2019;juv;M;M;Guslia;M;217270;152580;16.11.2019
916;4281340;16.03.2017;20:35:00;2017;33;414417;7149328;1;1;NA;NA;ad;M;M;Lifjellet;M;217251;152029;16.03.2017
917;4281340;27.04.2017;NA;2017;33;414778;7149498;2;4;NA;NA;ad;M;M;Lifjellet;M;217251;152029;27.04.2017
918;4281340;19.05.2017;NA;2017;33;414778;7149498;2;4;NA;NA;ad;M;M;Lifjellet;M;217251;152029;19.05.2017
919;4281340;16.06.2017;NA;2017;33;413252;7149546;2;4;NA;NA;ad;M;M;Lifjellet;M;217251;152029;16.06.2017
920;4281340;12.07.2017;NA;2017;33;413252;7149546;2;4;NA;NA;ad;M;M;Lifjellet;M;217251;152029;12.07.2017
921;4281340;09.08.2017;NA;2017;33;415250;7148850;2;4;NA;NA;ad;M;M;Lifjellet;M;217251;152029;09.08.2017
922;4281340;03.09.2017;NA;2017;33;413266;7149341;2;4;NA;NA;ad;M;M;Lifjellet;M;217251;152029;03.09.2017
923;4281340;17.10.2017;NA;2017;33;413281;7150019;2;2;NA;NA;ad;M;M;Lifjellet;M;217251;152029;17.10.2017
924;4281340;21.11.2017;NA;2017;33;413683;7150854;5;1;NA;NA;ad;M;M;Lifjellet;M;217251;152029;21.11.2017
925;4281341;16.03.2017;22:50:00;2017;33;414511;7150913;1;1;NA;NA;juv;F;F;Lifjellet;F;217257;152179;16.03.2017
926;4281341;27.04.2017;NA;2017;33;414662;7150647;2;2;NA;NA;juv;F;F;Lifjellet;F;217257;152179;27.04.2017
927;4281341;19.05.2017;NA;2017;33;414662;7150647;2;4;NA;NA;juv;F;F;Lifjellet;F;217257;152179;19.05.2017
928;4281341;14.06.2017;NA;2017;33;415448;7149944;2;1;NA;NA;juv;F;F;Lifjellet;F;217257;152179;14.06.2017
929;4281341;06.07.2017;NA;2017;33;415520;7149871;4;1;NA;NA;juv;F;F;Lifjellet;F;217257;152179;06.07.2017
930;4281342;20.03.2017;21:10:00;2017;33;415474;7150417;1;1;NA;NA;juv;F;F;Lifjellet;F;208644;152640;20.03.2017
931;4281342;12.04.2017;NA;2017;33;415469;7150902;2;2;NA;NA;juv;F;F;Lifjellet;F;208644;152640;12.04.2017
932;4281342;27.04.2017;NA;2017;33;415704;7149939;6;2;NA;NA;juv;F;F;Lifjellet;F;208644;152640;27.04.2017
933;4281342;19.05.2017;NA;2017;33;416089;7149256;4;1;NA;NA;juv;F;F;Lifjellet;F;208644;152640;19.05.2017
934;4281343;20.03.2017;22:00:00;2017;33;416742;7149326;1;1;NA;NA;juv;F;F;Lifjellet;F;208638;152131;20.03.2017
935;4281343;12.04.2017;NA;2017;33;417251;7149784;2;2;NA;NA;juv;F;F;Lifjellet;F;208638;152131;12.04.2017
936;4281343;24.05.2017;NA;2017;33;418573;7149554;2;3;NA;NA;juv;F;F;Lifjellet;F;208638;152131;24.05.2017
937;4281343;20.06.2017;NA;2017;33;416423;7150077;4;1;NA;NA;juv;F;F;Lifjellet;F;208638;152131;20.06.2017
938;4281344;20.03.2017;23:30:00;2017;33;413873;7148583;1;1;NA;NA;juv;F;F;Lifjellet;F;208639;152160;20.03.2017
939;4281344;27.04.2017;NA;2017;33;414592;7148982;2;2;NA;NA;juv;F;F;Lifjellet;F;208639;152160;27.04.2017
940;4281344;24.05.2017;NA;2017;33;415478;7150417;2;3;NA;NA;juv;F;F;Lifjellet;F;208639;152160;24.05.2017
941;4281344;06.06.2017;NA;2017;33;415837;7145982;4;1;NA;NA;juv;F;F;Lifjellet;F;208639;152160;06.06.2017
942;4281345;20.03.2017;23:55:00;2017;33;413977;7148734;1;1;NA;NA;ad;F;F;Lifjellet;F;208648;152800;20.03.2017
943;4281345;31.05.2018;NA;2018;33;412893;7130921;2;4;NA;NA;ad;F;F;Lifjellet;F;208648;152800;31.05.2018
944;4281345;12.06.2018;NA;2018;33;413009;7131191;2;1;NA;NA;ad;F;F;Lifjellet;F;208648;152800;12.06.2018
945;4281345;24.07.2018;NA;2018;33;413111;7130450;2;1;NA;NA;ad;F;F;Lifjellet;F;208648;152800;24.07.2018
946;4281345;06.09.2018;NA;2018;33;414880;7132103;2;4;NA;NA;ad;F;F;Lifjellet;F;208648;152800;06.09.2018
947;4281346;21.03.2017;00:50:00;2017;33;414122;7148955;1;1;NA;NA;juv;M;F;Lifjellet;F;208646;152740;21.03.2017
948;4281346;24.05.2017;NA;2017;33;392843;7140504;6;3;NA;NA;juv;M;F;Lifjellet;F;208646;152740;24.05.2017
949;4281346;17.08.2017;NA;2017;33;392574;7140528;5;1;NA;NA;juv;M;F;Lifjellet;F;208646;152740;17.08.2017
950;4281347;21.03.2017;02:50:00;2017;33;414683;7150476;1;1;NA;NA;juv;F;F;Lifjellet;F;217256;152169;21.03.2017
951;4281347;12.04.2017;NA;2017;33;414198;7150145;2;2;NA;NA;juv;F;F;Lifjellet;F;217256;152169;12.04.2017
952;4281347;27.04.2017;NA;2017;33;414419;7150174;2;2;NA;NA;juv;F;F;Lifjellet;F;217256;152169;27.04.2017
953;4281347;24.05.2017;NA;2017;33;416055;7151290;2;3;NA;NA;juv;F;F;Lifjellet;F;217256;152169;24.05.2017
954;4281347;19.06.2017;NA;2017;33;412533;7154210;4;2;NA;NA;juv;F;F;Lifjellet;F;217256;152169;19.06.2017
955;4281348;21.03.2017;04:05:00;2017;33;414373;7148685;1;1;NA;NA;ad;F;F;Lifjellet;F;217252;152049;21.03.2017
956;4281348;27.04.2017;NA;2017;33;414899;7149064;2;2;NA;NA;ad;F;F;Lifjellet;F;217252;152049;27.04.2017
957;4281348;19.05.2017;NA;2017;33;414899;7149064;2;2;NA;NA;ad;F;F;Lifjellet;F;217252;152049;19.05.2017
958;4281348;14.06.2017;NA;2017;33;414391;7148930;2;1;NA;NA;ad;F;F;Lifjellet;F;217252;152049;14.06.2017
959;4281348;06.07.2017;NA;2017;33;414207;7150049;4;1;NA;NA;ad;F;F;Lifjellet;F;217252;152049;06.07.2017
960;4281349;04.03.2018;02:34:00;2018;33;426915;7129541;1;1;NA;NA;ad;M;M;Guslia;M;217260;152280;04.03.2018
961;4281349;19.04.2018;NA;2018;33;425191;7129252;2;2;NA;NA;ad;M;M;Guslia;M;217260;152280;19.04.2018
962;4281349;28.05.2018;NA;2018;33;424618;7130658;2;2;NA;NA;ad;M;M;Guslia;M;217260;152280;28.05.2018
963;4281349;23.07.2018;NA;2018;33;427139;7129916;2;2;NA;NA;ad;M;M;Guslia;M;217260;152280;23.07.2018
964;4281349;15.08.2018;NA;2018;33;427350;7129800;2;2;NA;NA;ad;M;M;Guslia;M;217260;152280;15.08.2018
965;4281349;05.09.2018;NA;2018;33;424452;7130861;2;4;NA;NA;ad;M;M;Guslia;M;217260;152280;05.09.2018
966;4281349;17.10.2018;NA;2018;33;427171;7129887;2;2;NA;NA;ad;M;M;Guslia;M;217260;152280;17.10.2018
967;4281349;19.11.2018;NA;2018;33;425035;7130274;2;3;NA;NA;ad;M;M;Guslia;M;217260;152280;19.11.2018
968;4281349;20.02.2019;NA;2019;NA;NA;NA;7;NA;NA;NA;ad;M;M;Guslia;M;217260;152280;20.02.2019
969;4281349;19.03.2019;NA;2019;33;425874;7130098;2;2;NA;NA;ad;M;M;Guslia;M;217260;152280;19.03.2019
970;4281349;14.04.2019;NA;2019;33;425733;7130687;2;2;NA;NA;ad;M;M;Guslia;M;217260;152280;14.04.2019
971;4281349;19.05.2019;NA;2019;33;426643;7129955;2;2;NA;NA;ad;M;M;Guslia;M;217260;152280;19.05.2019
972;4281349;05.06.2019;NA;2019;33;427969;7130341;2;2;NA;NA;ad;M;M;Guslia;M;217260;152280;05.06.2019
973;4281349;11.07.2019;NA;2019;33;427850;7129709;2;2;NA;NA;ad;M;M;Guslia;M;217260;152280;11.07.2019
974;4281349;15.08.2019;NA;2019;33;426680;7129890;2;2;NA;NA;ad;M;M;Guslia;M;217260;152280;15.08.2019
975;4281349;03.09.2019;NA;2019;NA;NA;NA;7;NA;NA;NA;ad;M;M;Guslia;M;217260;152280;03.09.2019
976;4281349;08.09.2019;NA;2019;33;425708;7128639;6;3;NA;NA;ad;M;M;Guslia;M;217260;152280;08.09.2019
977;4281349;07.10.2019;NA;2019;33;427097;7129498;4;1;NA;11.11.2019;ad;M;M;Guslia;M;217260;152280;07.10.2019
978;4281350;03.03.2018;00:15:00;2018;33;427095;7129541;1;1;NA;NA;ad;F;F;Guslia;F;208639;152160;03.03.2018
979;4281350;19.04.2018;NA;2018;NA;NA;NA;7;NA;NA;NA;ad;F;F;Guslia;F;208639;152160;19.04.2018
980;4281350;02.06.2018;NA;2018;NA;NA;NA;7;NA;NA;NA;ad;F;F;Guslia;F;208639;152160;02.06.2018
981;4281350;16.08.2018;NA;2018;33;417022;7171528;2;2;NA;NA;ad;F;F;Guslia;F;208639;152160;16.08.2018
982;4281350;06.09.2018;NA;2018;33;416629;7171246;2;3;NA;NA;ad;F;F;Guslia;F;208639;152160;06.09.2018
983;4281350;21.05.2019;NA;2019;33;417511;7172740;6;3;NA;NA;ad;F;F;Guslia;F;208639;152160;21.05.2019
984;4281350;10.06.2019;NA;2019;33;417171;7172724;6;1;NA;NA;ad;F;F;Guslia;F;208639;152160;10.06.2019
